"","Var1","Freq"
"4436","meant",6
"4437","meantime",3
"4438","meanwhile",1
"4439","measure",1
"4440","measured",3
"4441","measures",2
"4442","meddle",1
"4443","meddler",1
"4444","medical",9
"4445","meditation",1
"4446","meditative",1
"4447","meet",17
"4448","meeting",1
"4449","meetings",2
"4450","meets",1
"4451","melbourne",1
"4452","melon",1
"4453","member",5
"4454","membra",1
"4455","memoir",1
"4456","memoranda",1
"4457","memory",10
"4458","men",38
"4459","men's",2
"4460","menaced",1
"4461","mendicant",1
"4462","mendicants",1
"4463","meningen",1
"4464","mental",1
"4465","mention",2
"4466","mentioned",4
"4467","merchant",1
"4468","mercifully",1
"4469","mercy",2
"4470","mere",10
"4471","meredith",1
"4472","merely",10
"4473","merest",3
"4474","merit",2
"4475","merry",3
"4476","merryweather",12
"4477","meshes",1
"4478","mess",1
"4479","message",2
"4480","messenger",1
"4481","met",40
"4482","metal",10
"4483","metallic",5
"4484","method",5
"4485","methods",9
"4486","metier",1
"4487","metropolis",3
"4488","metropolitan",1
"4489","mews",3
"4490","mexico",1
"4491","mice",1
"4492","midday",1
"4493","middle",13
"4494","middlesex",1
"4495","midnight",5
"4496","midst",3
"4497","midway",1
"4498","might",126
"4499","mile",4
"4500","miles",17
"4501","military",1
"4502","milk",5
"4503","millar",5
"4504","million",1
"4505","millionaire",2
"4506","millions",1
"4507","mills",1
"4508","mind",58
"4509","minded",1
"4510","minds",3
"4511","mine",26
"4512","miners",2
"4513","mines",2
"4514","mingled",2
"4515","miniature",1
"4516","mining",2
"4517","minister",1
"4518","minor",3
"4519","minute",6
"4520","minutely",3
"4521","minutes",46
"4522","mirror",3
"4523","mischance",1
"4524","mischief",1
"4525","miserable",4
"4526","misfortune",6
"4527","misgivings",2
"4528","misjudged",1
"4529","miss",88
"4530","missed",7
"4531","misses",1
"4532","missing",13
"4533","mission",3
"4534","mistake",5
"4535","mistaken",8
"4536","mister",2
"4537","mistress",4
"4538","mixed",3
"4539","mixture",2
"4540","modern",2
"4541","modest",1
"4542","moist",3
"4543","moistened",1
"4544","moisture",3
"4545","mole",2
"4546","moment",34
"4547","moment's",2
"4548","momentary",2
"4549","moments",4
"4550","monarch",1
"4551","monday",14
"4552","money",44
"4553","monger",1
"4554","monica",3
"4555","monogram",2
"4556","monograph",3
"4557","monomaniac",1
"4558","monosyllable",1
"4559","monosyllables",1
"4560","monotonous",3
"4561","monotony",1
"4562","montague",1
"4563","montana",1
"4564","month",7
"4565","months",13
"4566","mood",3
"4567","moodily",1
"4568","moods",1
"4569","moody",1
"4570","moon",2
"4571","moonless",1
"4572","moonlight",3
"4573","moonshine",3
"4574","mopping",1
"4575","moral",2
"4576","moran",13
"4577","morcar",2
"4578","morcar's",2
"4579","more",174
"4580","morning",102
"4581","morning's",1
"4582","mornings",1
"4583","morocco",2
"4584","morose",3
"4585","morris",2
"4586","morrow",17
"4587","mortal",1
"4588","mortals",1
"4589","mortar",1
"4590","mortgage",1
"4591","mortimer's",1
"4592","moss",2
"4593","most",89
"4594","mostly",3
"4595","mother",20
"4596","mother's",3
"4597","motion",4
"4598","motioned",1
"4599","motionless",1
"4600","motive",4
"4601","motives",3
"4602","mottled",1
"4603","mould",2
"4604","moulton",4
"4605","mountains",1
"4606","mousseline",1
"4607","moustache",2
"4608","moustached",1
"4609","mouth",10
"4610","mouthed",1
"4611","mouths",1
"4612","move",4
"4613","moved",4
"4614","movement",3
"4615","moves",1
"4616","moving",4
"4617","mr",275
"4618","mrs",44
"4619","much",120
"4620","mud",5
"4621","muff",1
"4622","multiply",1
"4623","mumbled",2
"4624","mumbling",2
"4625","munich",1
"4626","munificent",1
"4627","munro",2
"4628","murder",8
"4629","murdered",4
"4630","murderer",5
"4631","murderers",1
"4632","murdering",1
"4633","murderous",3
"4634","murders",1
"4635","murky",1
"4636","murmured",6
"4637","muscles",1
"4638","museum",3
"4639","music",4
"4640","musician",1
"4641","must",161
"4642","mustard",1
"4643","muster",1
"4644","muttered",4
"4645","muttering",2
"4646","muzzle",2
"4647","my",1007
"4648","myself",77
"4649","mysteries",3
"4650","mysterious",5
"4651","mystery",22
"4652","myth",1
"4653","nail",1
"4654","nails",2
"4655","naked",1
"4656","name",62
"4657","named",5
"4658","names",5
"4659","napoleons",2
"4660","narrated",1
"4661","narrative",12
"4662","narratives",2
"4663","narrow",11
"4664","narrowed",1
"4665","narrowly",2
"4666","nation",1
"4667","national",2
"4668","native",2
"4669","natural",9
"4670","naturally",9
"4671","nature",24
"4672","natured",2
"4673","nautical",1
"4674","nay",1
"4675","near",31
"4676","nearer",3
"4677","nearest",2
"4678","nearing",2
"4679","nearly",13
"4680","neat",5
"4681","neatly",3
"4682","neatness",1
"4683","necessary",5
"4684","necessitate",1
"4685","necessity",1
"4686","neck",9
"4687","necktie",1
"4688","ned",1
"4689","nee",1
"4690","need",21
"4691","needed",5
"4692","needle",1
"4693","needs",2
"4694","negro",1
"4695","negroes",1
"4696","neighbour",1
"4697","neighbourhood",11
"4698","neighbouring",3
"4699","neighbours",4
"4700","neither",16
"4701","nerve",3
"4702","nerves",6
"4703","nervous",9
"4704","nervously",1
"4705","nest",1
"4706","net",1
"4707","neutral",3
"4708","never",108
"4709","neville",19
"4710","new",30
"4711","newcomer",2
"4712","newcomers",2
"4713","newer",1
"4714","newly",5
"4715","news",18
"4716","newspaper",5
"4717","newspapers",4
"4718","next",24
"4719","nez",2
"4720","nice",7
"4721","nicely",6
"4722","nickel",1
"4723","niece",6
"4724","nigh",1
"4725","night",114
"4726","night's",4
"4727","nights",5
"4728","nine",14
"4729","nip",1
"4730","nipper",1
"4731","nitrate",1
"4732","no",390
"4733","noble",14
"4734","nobleman",2
"4735","noblest",2
"4736","nobody",1
"4737","nocturnal",2
"4738","nod",1
"4739","nodded",4
"4740","nodding",2
"4741","noise",4
"4742","noised",1
"4743","noiseless",2
"4744","noiselessly",2
"4745","nominal",3
"4746","nonconformist",1
"4747","none",34
"4748","nonentity",1
"4749","nonsense",2
"4750","noose",1
"4751","nor",18
"4752","normal",1
"4753","north",7
"4754","northumberland",1
"4755","norton",7
"4756","nose",8
"4757","nosed",1
"4758","nostrils",2
"4759","not",636
"4760","notable",1
"4761","notably",1
"4762","note",37
"4763","noted",2
"4764","notes",9
"4765","nothing",108
"4766","notice",8
"4767","noticed",7
"4768","notices",2
"4769","noting",2
"4770","notion",1
"4771","notorious",1
"4772","nous",1
"4773","nova",1
"4774","novel",4
"4775","now",234
"4776","nucleus",1
"4777","number",12
"4778","numbers",2
"4779","numerous",1
"4780","nurse",1
"4781","nursery",2
"4782","nurtured",1
"4783","nut",1
"4784","nutshell",1
"4785","o",2
"4786","o'clock",33
"4787","oak",3
"4788","oakshott",7
"4789","oath",1
"4790","oaths",1
"4791","obedience",1
"4792","obese",1
"4793","obey",2
"4794","obeyed",2
"4795","object",15
"4796","objection",3
"4797","objections",3
"4798","obligations",2
"4799","obliged",6
"4800","obliging",1
"4801","observant",2
"4802","observation",6
"4803","observe",19
"4804","observed",22
"4805","observer",4
"4806","observing",4
"4807","obstacle",2
"4808","obstinacy",1
"4809","obstinate",2
"4810","obtained",1
"4811","obtaining",1
"4812","obtruded",1
"4813","obvious",29
"4814","obviously",5
"4815","occasion",5
"4816","occasional",4
"4817","occasionally",10
"4818","occipital",1
"4819","occupant",4
"4820","occupation",4
"4821","occupations",1
"4822","occupied",1
"4823","occupy",1
"4824","occur",7
"4825","occurred",22
"4826","occurrence",1
"4827","occurrences",1
"4828","oct",1
"4829","octavo",1
"4830","october",1
"4831","odd",3
"4832","odessa",1
"4833","odour",1
"4834","of",2655
"4835","off",75
"4836","offence",1
"4837","offended",2
"4838","offensive",1
"4839","offer",3
"4840","offered",9
"4841","offering",1
"4842","offers",1
"4843","offhand",1
"4844","office",26
"4845","officers",1
"4846","offices",6
"4847","official",12
"4848","officials",1
"4849","often",12
"4850","oh",90
"4851","oil",3
"4852","oily",1
"4853","old",72
"4854","older",6
"4855","oldest",1
"4856","ominous",3
"4857","omne",1
"4858","on",380
"4859","once",86
"4860","one",374
"4861","one's",2
"4862","ones",9
"4863","only",161
"4864","onto",6
"4865","opal",1
"4866","open",64
"4867","opened",36
"4868","opening",11
"4869","openings",1
"4870","openly",2
"4871","openness",1
"4872","openshaw",15
"4873","openshaw's",1
"4874","opera",1
"4875","operatic",1
"4876","operation",3
"4877","operations",1
"4878","opinion",20
"4879","opium",12
"4880","opponent",2
"4881","opportunity",2
"4882","opposed",1
"4883","opposing",2
"4884","opposite",3
"4885","opposition",1
"4886","oppressed",1
"4887","oppressively",1
"4888","opulence",1
"4889","or",198
"4890","orange",11
"4891","order",21
"4892","ordered",10
"4893","ordering",1
"4894","orders",3
"4895","ordinary",6
"4896","ordnance",1
"4897","organisation",2
"4898","orgies",1
"4899","origin",1
"4900","original",3
"4901","originality",1
"4902","ormstein",2
"4903","ornament",1
"4904","ornaments",1
"4905","orphan",2
"4906","orphanage",1
"4907","oscillated",1
"4908","oscillates",1
"4909","oscillation",1
"4910","ostensibly",1
"4911","ostlers",2
"4912","ostrich",1
"4913","other",147
"4914","others",19
"4915","otherwise",5
"4916","ought",6
"4917","ounce",2
"4918","our",208
"4919","ours",1
"4920","ourselves",20
"4921","out",322
"4922","outbreak",1
"4923","outbreaks",1
"4924","outbursts",1
"4925","outcry",1
"4926","outdoor",1
"4927","outer",2
"4928","outhouse",1
"4929","outline",1
"4930","outlined",2
"4931","outrages",2
"4932","outre",2
"4933","outset",1
"4934","outside",24
"4935","outsides",1
"4936","outskirts",2
"4937","outstanding",2
"4938","outstretched",2
"4939","outward",1
"4940","outweigh",1
"4941","over",183
"4942","overcoat",4
"4943","overcome",1
"4944","overdid",1
"4945","overhauled",1
"4946","overhead",1
"4947","overhear",1
"4948","overhearing",1
"4949","overjoyed",1
"4950","overlook",1
"4951","overpowering",3
"4952","overseen",1
"4953","oversight",1
"4954","overstrung",1
"4955","overtaken",1
"4956","overtook",2
"4957","overtopped",1
"4958","overwhelmed",1
"4959","owe",7
"4960","own",101
"4961","owner",2
"4962","oxford",3
"4963","oxfordshire",1
"4964","p",2
"4965","pa",9
"4966","paced",7
"4967","paces",3
"4968","pacific",1
"4969","pacing",3
"4970","pack",3
"4971","packed",2
"4972","packet",2
"4973","paddington",7
"4974","padlocked",1
"4975","page",9
"4976","paid",9
"4977","pain",8
"4978","pained",1
"4979","painful",7
"4980","painfully",1
"4981","pains",3
"4982","paint",3
"4983","painted",1
"4984","pair",12
"4985","pal",3
"4986","pale",16
"4987","paleness",1
"4988","pall",1
"4989","pallet",1
"4990","pallor",1
"4991","palm",5
"4992","palmer",1
"4993","palpitating",2
"4994","pals",1
"4995","pancras",1
"4996","panel",5
"4997","panelled",1
"4998","panelling",1
"4999","panoply",1
"5000","panted",1
"5001","paper",45
"5002","papers",45
"5003","papier",1
"5004","paradol",1
"5005","paradoxical",1
"5006","paragraph",3
"5007","paragraphs",1
"5008","parallel",3
"5009","paramore",2
"5010","paramount",1
"5011","parapet",1
"5012","parcel",1
"5013","parched",1
"5014","pardon",2
"5015","parents",3
"5016","parietal",1
"5017","paris",1
"5018","parish",2
"5019","park",9
"5020","parlance",1
"5021","parley",1
"5022","parr",2
"5023","parsonage",1
"5024","part",32
"5025","parted",6
"5026","partially",1
"5027","particular",5
"5028","particularly",6
"5029","particulars",5
"5030","partie",1
"5031","parties",1
"5032","partly",1
"5033","partner",4
"5034","parts",4
"5035","party",7
"5036","pass",14
"5037","passage",23
"5038","passages",1
"5039","passed",41
"5040","passenger",1
"5041","passengers",1
"5042","passers",3
"5043","passing",12
"5044","passion",8
"5045","passionate",1
"5046","passionately",2
"5047","passions",1
"5048","past",29
"5049","pasty",1
"5050","patch",1
"5051","patches",1
"5052","pate",1
"5053","patent",2
"5054","patentee",1
"5055","paternal",1
"5056","patersons",1
"5057","path",10
"5058","paths",1
"5059","pathway",1
"5060","patience",3
"5061","patient",8
"5062","patients",2
"5063","patron",1
"5064","patted",2
"5065","pattered",2
"5066","patting",1
"5067","paul's",2
"5068","pauper",1
"5069","pause",2
"5070","paused",3
"5071","pausing",1
"5072","pavement",10
"5073","pawnbroker",2
"5074","pawnbroker's",4
"5075","pay",17
"5076","paying",4
"5077","payment",1
"5078","pays",1
"5079","pea",3
"5080","peace",5
"5081","peaceful",1
"5082","peaked",1
"5083","pearl",1
"5084","peasant",1
"5085","peculiar",20
"5086","peculiarities",1
"5087","peculiarly",1
"5088","pedestrians",1
"5089","peeled",1
"5090","peeling",1
"5091","peep",1
"5092","peeped",5
"5093","peeping",1
"5094","peeress",1
"5095","peering",4
"5096","pen",10
"5097","penal",1
"5098","pence",2
"5099","pencil",3
"5100","pencils",1
"5101","pending",1
"5102","penetrating",3
"5103","pennies",5
"5104","pennsylvania",1
"5105","penny",1
"5106","pens",1
"5107","pensioners",1
"5108","pentonville",1
"5109","people",25
"5110","per",1
"5111","perceive",4
"5112","perceived",1
"5113","perch",2
"5114","perched",2
"5115","percy",1
"5116","perfect",7
"5117","perfection",1
"5118","perfectly",12
"5119","perform",3
"5120","performance",2
"5121","performed",1
"5122","performer",1
"5123","perhaps",63
"5124","perils",2
"5125","permanent",1
"5126","permission",5
"5127","permit",1
"5128","perpetrated",1
"5129","perpetrators",1
"5130","perpetual",2
"5131","perplexed",1
"5132","perplexing",1
"5133","perplexity",3
"5134","persecution",1
"5135","persevering",1
"5136","persian",1
"5137","persistence",2
"5138","persistently",1
"5139","person",22
"5140","personal",5
"5141","personality",1
"5142","personally",4
"5143","personate",1
"5144","persons",2
"5145","perspired",1
"5146","persuade",3
"5147","persuaded",2
"5148","persuasions",1
"5149","perturbed",2
"5150","pestered",1
"5151","pestering",1
"5152","pet",2
"5153","peter",1
"5154","petered",1
"5155","petersfield",1
"5156","peterson",10
"5157","peterson's",1
"5158","petrarch",1
"5159","petrified",1
"5160","pets",1
"5161","petty",2
"5162","petulance",1
"5163","pew",7
"5164","pheasant",1
"5165","philadelphia",2
"5166","philanthropist",1
"5167","philosophy",1
"5168","photograph",25
"5169","photography",3
"5170","pick",4
"5171","picked",10
"5172","picking",2
"5173","picture",3
"5174","pictured",1
"5175","pictures",3
"5176","pie",1
"5177","piece",12
"5178","pieces",1
"5179","pierce",1
"5180","pierced",4
"5181","pigments",1
"5182","pikestaff",1
"5183","pile",4
"5184","piled",1
"5185","piling",1
"5186","pillow",3
"5187","pillows",2
"5188","pilot",1
"5189","pin",1
"5190","pince",2
"5191","pinch",2
"5192","pinched",1
"5193","pink",5
"5194","pinnacles",1
"5195","pipe",19
"5196","pipes",3
"5197","piping",1
"5198","pips",12
"5199","piquant",1
"5200","pirates",1
"5201","pistol",9
"5202","piston",1
"5203","pit",3
"5204","pitch",5
"5205","piteous",2
"5206","pitiable",4
"5207","pitiful",1
"5208","pits",1
"5209","pittance",1
"5210","pity",8
"5211","pity's",1
"5212","place",54
"5213","placed",19
"5214","places",7
"5215","placing",1
"5216","plaid",1
"5217","plain",11
"5218","plainer",1
"5219","plainly",8
"5220","plan",3
"5221","planet",1
"5222","planked",1
"5223","planking",1
"5224","planks",1
"5225","planned",1
"5226","planning",2
"5227","plannings",1
"5228","plans",7
"5229","plantagenet",1
"5230","plantation",4
"5231","planted",1
"5232","planter",1
"5233","plaster",2
"5234","plate",3
"5235","platform",4
"5236","platitudes",1
"5237","plausible",1
"5238","play",10
"5239","played",1
"5240","player",1
"5241","playing",5
"5242","plays",2
"5243","pleading",1
"5244","pleasant",7
"5245","please",8
"5246","pleased",3
"5247","pleasure",9
"5248","pledge",3
"5249","pledged",2
"5250","plentiful",1
"5251","plenty",4
"5252","plied",1
"5253","plot",3
"5254","ploughed",1
"5255","plover's",1
"5256","pluck",2
"5257","plucked",2
"5258","plucking",1
"5259","plugs",1
"5260","plumber",4
"5261","plumber's",1
"5262","plumped",1
"5263","plunge",1
"5264","plunged",2
"5265","plunging",1
"5266","plush",3
"5267","pocket",23
"5268","pockets",8
"5269","poetic",1
"5270","poetry",1
"5271","point",45
"5272","pointed",11
"5273","pointing",7
"5274","points",21
"5275","poison",6
"5276","poisoner",1
"5277","poisoning",1
"5278","poker",3
"5279","pokers",1
"5280","poky",1
"5281","police",52
"5282","policeman",4
"5283","policy",2
"5284","political",2
"5285","politicians",1
"5286","politics",2
"5287","pomposity",1
"5288","pompous",1
"5289","pon",2
"5290","pondered",1
"5291","ponderous",1
"5292","pondicherry",5
"5293","pooh",3
"5294","pool",19
"5295","poor",23
"5296","poorer",1
"5297","pope's",3
"5298","popular",2
"5299","populous",1
"5300","porch",1
"5301","port",2
"5302","porter",2
"5303","portion",4
"5304","portly",2
"5305","portsdown",1
"5306","poses",1
"5307","position",22
"5308","positions",1
"5309","positive",5
"5310","positively",1
"5311","possess",3
"5312","possessed",2
"5313","possession",7
"5314","possessions",1
"5315","possibility",4
"5316","possible",50
"5317","possibly",12
"5318","post",11
"5319","posted",3
"5320","posterior",1
"5321","postmark",4
"5322","postmarks",1
"5323","postpone",2
"5324","poultry",1
"5325","pound",3
"5326","pounds",42
"5327","poured",3
"5328","pouring",2
"5329","power",13
"5330","powerful",3
"5331","powers",6
"5332","practical",6
"5333","practically",2
"5334","practice",12
"5335","prague",1
"5336","prank",2
"5337","pray",42
"5338","pre",1
"5339","preach",1
"5340","precaution",5
"5341","precautions",1
"5342","preceded",1
"5343","preceding",2
"5344","precious",12
"5345","precipitance",1
"5346","precise",3
"5347","precisely",14
"5348","precursor",1
"5349","prediction",1
"5350","predominated",1
"5351","predominates",1
"5352","prefer",7
"5353","preference",1
"5354","prefers",1
"5355","prejudice",1
"5356","preliminary",2
"5357","premature",1
"5358","premises",6
"5359","prendergast",2
"5360","preoccupied",1
"5361","preparations",2
"5362","prepare",1
"5363","prepared",2
"5364","preparing",1
"5365","preposterous",4
"5366","presence",14
"5367","present",27
"5368","presented",7
"5369","presently",9
"5370","presents",2
"5371","preserve",5
"5372","preserved",1
"5373","preserver",1
"5374","preserves",1
"5375","preserving",1
"5376","press",10
"5377","pressed",3
"5378","presses",1
"5379","pressing",6
"5380","pressure",3
"5381","presumably",3
"5382","presume",11
"5383","presuming",1
"5384","presumption",3
"5385","pretence",1
"5386","pretended",1
"5387","pretends",1
"5388","pretext",1
"5389","pretty",12
"5390","prevent",9
"5391","preventing",2
"5392","previous",6
"5393","prey",2
"5394","price",5
"5395","prices",3
"5396","prick",1
"5397","pride",5
"5398","prima",1
"5399","prime",1
"5400","prince",1
"5401","princess",1
"5402","principal",5
"5403","principally",1
"5404","principle",1
"5405","principles",1
"5406","print",2
"5407","printed",5
"5408","prints",1
"5409","prior",1
"5410","prison",5
"5411","prisoner",10
"5412","prisoner's",1
"5413","pritchard",1
"5414","privacy",1
"5415","private",14
"5416","prize",1
"5417","prizes",1
"5418","pro",1
"5419","probability",3
"5420","probable",10
"5421","probably",15
"5422","probed",2
"5423","probing",1
"5424","problem",20
"5425","problems",8
"5426","proceed",5
"5427","proceeded",2
"5428","proceedings",3
"5429","process",5
"5430","processes",1
"5431","proclaimed",1
"5432","prodigiously",1
"5433","produce",3
"5434","produced",2
"5435","producing",1
"5436","product",2
"5437","profession",10
"5438","professional",14
"5439","professionally",1
"5440","proficient",1
"5441","profited",1
"5442","profound",2
"5443","profoundly",1
"5444","programme",1
"5445","progress",1
"5446","projecting",2
"5447","prolong",1
"5448","prolonged",2
"5449","prominence",1
"5450","promise",14
"5451","promised",5
"5452","promises",4
"5453","promising",1
"5454","prompt",6
"5455","prompted",1
"5456","promptly",1
"5457","pronounce",2
"5458","proof",8
"5459","proofs",2
"5460","proosia",1
"5461","propagation",1
"5462","proper",1
"5463","property",6
"5464","proportion",1
"5465","proposal",1
"5466","propose",2
"5467","proposed",1
"5468","proposition",1
"5469","propound",1
"5470","proprietor",3
"5471","propriety",2
"5472","prosecuted",1
"5473","prosecution",2
"5474","prospect",1
"5475","prospecting",1
"5476","prosper",1
"5477","prosperity",1
"5478","prosperous",1
"5479","protect",2
"5480","protection",1
"5481","protestation",1
"5482","protested",2
"5483","protesting",1
"5484","protruded",3
"5485","protruding",5
"5486","proud",1
"5487","prove",9
"5488","proved",4
"5489","proves",2
"5490","provide",1
"5491","provided",4
"5492","providing",1
"5493","province",2
"5494","provinces",1
"5495","provincial",1
"5496","proving",1
"5497","provision",1
"5498","provoked",2
"5499","prussian",1
"5500","prying",1
"5501","pshaw",2
"5502","public",21
"5503","publicity",2
"5504","publicly",1
"5505","puckered",1
"5506","puffed",2
"5507","puffing",4
"5508","pull",7
"5509","pulled",17
"5510","pulling",4
"5511","pulp",1
"5512","punctures",1
"5513","pungent",1
"5514","punish",1
"5515","punishment",3
"5516","puny",1
"5517","pupils",1
"5518","purchase",1
"5519","purchasing",1
"5520","pure",2
"5521","purely",4
"5522","purest",1
"5523","purity",1
"5524","purple",3
"5525","purport",2
"5526","purpose",11
"5527","purposes",4
"5528","purse",2
"5529","purses",1
"5530","pursue",1
"5531","pursued",3
"5532","pursuers",1
"5533","purveyor",1
"5534","push",2
"5535","pushed",14
"5536","pushing",3
"5537","put",69
"5538","putting",10
"5539","putty",2
"5540","puzzle",2
"5541","puzzled",5
"5542","puzzling",1
"5543","qualifications",1
"5544","qualities",1
"5545","quality",1
"5546","quarrel",5
"5547","quarrelling",2
"5548","quarrels",2
"5549","quarter",11
"5550","quartering",1
"5551","quarters",5
"5552","quavering",1
"5553","queen",2
"5554","queer",1
"5555","quench",1
"5556","quest",6
"5557","question",35
"5558","questionable",2
"5559","questioning",11
"5560","questions",5
"5561","quick",25
"5562","quicker",1
"5563","quickly",5
"5564","quiet",21
"5565","quietly",20
"5566","quill",2
"5567","quincey's",1
"5568","quinsy",1
"5569","quite",107
"5570","quitted",1
"5571","quivered",1
"5572","quivering",1
"5573","quote",2
"5574","quotes",1
"5575","r",1
"5576","r's",1
"5577","rabbi",1
"5578","rabbit",2
"5579","rabbits",1
"5580","race",2
"5581","rack",4
"5582","radiance",2
"5583","radius",2
"5584","rage",3
"5585","ragged",1
"5586","railed",1
"5587","railings",1
"5588","rails",1
"5589","railway",3
"5590","rain",9
"5591","raise",13
"5592","raised",12
"5593","raising",3
"5594","rake",1
"5595","rambling",1
"5596","ramblings",1
"5597","ran",30
"5598","random",1
"5599","rang",4
"5600","rank",1
"5601","ransacked",2
"5602","rapid",1
"5603","rapidity",1
"5604","rapidly",5
"5605","rapt",1
"5606","rare",3
"5607","rascally",1
"5608","rashers",1
"5609","rashness",1
"5610","rat",8
"5611","rate",6
"5612","rather",64
"5613","rattle",4
"5614","rattled",5
"5615","rattling",2
"5616","raved",1
"5617","ray",1
"5618","re",2
"5619","reabsorbed",1
"5620","reach",12
"5621","reached",19
"5622","reaches",2
"5623","reaching",2
"5624","reaction",4
"5625","read",36
"5626","readers",1
"5627","readily",6
"5628","reading",14
"5629","ready",24
"5630","real",12
"5631","realise",3
"5632","realised",2
"5633","realising",3
"5634","realism",1
"5635","realistic",1
"5636","really",52
"5637","reaped",1
"5638","reared",1
"5639","rearing",1
"5640","rearranging",2
"5641","reason",26
"5642","reasonable",1
"5643","reasoned",2
"5644","reasoner",6
"5645","reasoning",11
"5646","reasons",8
"5647","recall",5
"5648","recalled",3
"5649","receded",1
"5650","receipt",1
"5651","receipts",1
"5652","receive",6
"5653","received",14
"5654","receiver",1
"5655","receiving",1
"5656","recent",6
"5657","recently",2
"5658","reception",1
"5659","recess",1
"5660","recesses",1
"5661","reckless",2
"5662","reclaim",1
"5663","recognise",4
"5664","recognised",5
"5665","recognising",1
"5666","recoil",1
"5667","recoiled",1
"5668","recollect",2
"5669","recommence",1
"5670","recommend",2
"5671","recommended",2
"5672","recompense",3
"5673","reconsider",1
"5674","reconsidered",2
"5675","reconstruction",1
"5676","record",6
"5677","recorded",2
"5678","records",7
"5679","recourse",1
"5680","recover",2
"5681","recovered",9
"5682","recovering",2
"5683","rectify",1
"5684","red",51
"5685","redder",1
"5686","reduced",1
"5687","reed",1
"5688","reeds",3
"5689","refer",1
"5690","reference",7
"5691","referred",7
"5692","refers",2
"5693","refined",1
"5694","refinement",1
"5695","refrain",1
"5696","refreshed",1
"5697","refreshingly",1
"5698","refund",1
"5699","refusal",3
"5700","refuse",6
"5701","refused",7
"5702","regain",1
"5703","regained",2
"5704","regard",2
"5705","regards",2
"5706","regency",1
"5707","regent",2
"5708","region",1
"5709","register",2
"5710","registers",1
"5711","registry",1
"5712","regret",1
"5713","regretted",4
"5714","regular",3
"5715","regulations",1
"5716","regurgitation",1
"5717","reigning",3
"5718","rejected",1
"5719","rejoiced",1
"5720","rejoin",1
"5721","relapsed",1
"5722","relapsing",1
"5723","relate",1
"5724","relation",3
"5725","relations",3
"5726","relative",2
"5727","relatives",3
"5728","relaxed",1
"5729","released",1
"5730","relentless",2
"5731","relevant",1
"5732","reliability",1
"5733","reliance",1
"5734","relic",1
"5735","relics",1
"5736","relief",2
"5737","relieve",1
"5738","relish",1
"5739","rely",5
"5740","remain",8
"5741","remainder",2
"5742","remained",18
"5743","remaining",2
"5744","remains",7
"5745","remanded",1
"5746","remark",11
"5747","remarkable",21
"5748","remarkably",3
"5749","remarked",64
"5750","remarking",2
"5751","remarks",6
"5752","remedied",1
"5753","remember",27
"5754","remembered",6
"5755","remembrance",1
"5756","remonstrance",1
"5757","remorseless",1
"5758","remove",5
"5759","removed",5
"5760","removing",1
"5761","remunerative",1
"5762","rending",2
"5763","renew",1
"5764","renewed",1
"5765","rent",3
"5766","reopened",1
"5767","reopening",1
"5768","repaid",1
"5769","repair",1
"5770","repairs",3
"5771","reparation",1
"5772","repartee",1
"5773","repay",2
"5774","repeat",1
"5775","repeated",5
"5776","repeatedly",1
"5777","repelled",1
"5778","repented",1
"5779","repertoire",1
"5780","replace",3
"5781","replaced",1
"5782","replied",3
"5783","reply",6
"5784","report",1
"5785","reported",4
"5786","reporter",1
"5787","reporting",1
"5788","reports",1
"5789","represent",2
"5790","representative",1
"5791","represented",2
"5792","represents",1
"5793","reproach",1
"5794","reproachfully",1
"5795","reptile's",1
"5796","republican",2
"5797","repugnant",1
"5798","repulsion",1
"5799","repulsive",2
"5800","reputation",3
"5801","repute",2
"5802","request",4
"5803","requested",1
"5804","requests",1
"5805","required",2
"5806","requirement",1
"5807","rescue",1
"5808","research",1
"5809","researches",2
"5810","resemblance",2
"5811","resembling",1
"5812","resentment",1
"5813","reserve",3
"5814","resided",2
"5815","residence",3
"5816","residing",2
"5817","resist",2
"5818","resistance",1
"5819","resistless",1
"5820","resolute",3
"5821","resolution",3
"5822","resolutions",1
"5823","resolve",2
"5824","resolved",1
"5825","resort",1
"5826","resounded",1
"5827","resource",2
"5828","resources",2
"5829","respect",5
"5830","respectable",5
"5831","respects",3
"5832","respond",1
"5833","responded",3
"5834","responses",1
"5835","responsibility",1
"5836","responsible",2
"5837","rest",19
"5838","restaurant",1
"5839","rested",3
"5840","resting",1
"5841","restive",1
"5842","restless",1
"5843","restore",1
"5844","restored",1
"5845","restrain",1
"5846","restraint",2
"5847","rests",1
"5848","result",14
"5849","results",12
"5850","retain",3
"5851","retained",7
"5852","retire",3
"5853","retired",7
"5854","retiring",2
"5855","retort",1
"5856","retorted",1
"5857","retreat",1
"5858","retrogression",2
"5859","return",19
"5860","returned",36
"5861","returning",11
"5862","returns",3
"5863","reveal",2
"5864","revealed",3
"5865","revealing",1
"5866","revellers",1
"5867","revenge",2
"5868","reverie",1
"5869","reverse",1
"5870","revolved",1
"5871","revolver",7
"5872","reward",9
"5873","ribbed",1
"5874","rich",11
"5875","richer",4
"5876","richest",2
"5877","richness",1
"5878","rickety",1
"5879","rid",5
"5880","ridiculously",1
"5881","rien",1
"5882","rifle",1
"5883","rifled",2
"5884","rift",1
"5885","rifts",1
"5886","right",98
"5887","rightly",1
